"Notes"	"State"	"State Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Nebraska"	"31"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2015"	"2015"	11	57790	19.034 (Unreliable)
	"Nebraska"	"31"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2000"	"2000"	17	910703	1.867 (Unreliable)
	"Nebraska"	"31"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2001"	"2001"	24	916024	2.620
	"Nebraska"	"31"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2002"	"2002"	30	923022	3.250
	"Nebraska"	"31"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2003"	"2003"	26	931188	2.792
	"Nebraska"	"31"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2004"	"2004"	19	939194	2.023 (Unreliable)
	"Nebraska"	"31"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2005"	"2005"	20	947825	2.110
	"Nebraska"	"31"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2006"	"2006"	28	954388	2.934
	"Nebraska"	"31"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2007"	"2007"	25	959525	2.605
	"Nebraska"	"31"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2008"	"2008"	18	964284	1.867 (Unreliable)
	"Nebraska"	"31"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2009"	"2009"	26	971344	2.677
	"Nebraska"	"31"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2010"	"2010"	28	977856	2.863
	"Nebraska"	"31"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2011"	"2011"	24	984345	2.438
	"Nebraska"	"31"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2012"	"2012"	17	985759	1.725 (Unreliable)
	"Nebraska"	"31"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2013"	"2013"	28	987932	2.834
	"Nebraska"	"31"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2014"	"2014"	38	988168	3.845
	"Nebraska"	"31"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2015"	"2015"	30	987514	3.038
	"Nebraska"	"31"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2016"	"2016"	35	986494	3.548
	"Nebraska"	"31"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2002"	"2002"	15	923022	1.625 (Unreliable)
	"Nebraska"	"31"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2003"	"2003"	11	931188	1.181 (Unreliable)
	"Nebraska"	"31"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2004"	"2004"	11	939194	1.171 (Unreliable)
	"Nebraska"	"31"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2005"	"2005"	13	947825	1.372 (Unreliable)
	"Nebraska"	"31"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2006"	"2006"	19	954388	1.991 (Unreliable)
	"Nebraska"	"31"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2007"	"2007"	15	959525	1.563 (Unreliable)
	"Nebraska"	"31"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2008"	"2008"	27	964284	2.800
	"Nebraska"	"31"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2009"	"2009"	16	971344	1.647 (Unreliable)
	"Nebraska"	"31"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2010"	"2010"	15	977856	1.534 (Unreliable)
	"Nebraska"	"31"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2011"	"2011"	25	984345	2.540
	"Nebraska"	"31"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2012"	"2012"	27	985759	2.739
	"Nebraska"	"31"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2013"	"2013"	18	987932	1.822 (Unreliable)
	"Nebraska"	"31"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2014"	"2014"	23	988168	2.328
	"Nebraska"	"31"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2015"	"2015"	20	987514	2.025
	"Nebraska"	"31"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2016"	"2016"	17	986494	1.723 (Unreliable)
	"Nebraska"	"31"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"1999"	"1999"	16	906716	1.765 (Unreliable)
	"Nebraska"	"31"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2000"	"2000"	17	910703	1.867 (Unreliable)
	"Nebraska"	"31"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2001"	"2001"	25	916024	2.729
	"Nebraska"	"31"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2002"	"2002"	17	923022	1.842 (Unreliable)
	"Nebraska"	"31"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2003"	"2003"	12	931188	1.289 (Unreliable)
	"Nebraska"	"31"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2005"	"2005"	18	947825	1.899 (Unreliable)
	"Nebraska"	"31"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2006"	"2006"	17	954388	1.781 (Unreliable)
	"Nebraska"	"31"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2007"	"2007"	18	959525	1.876 (Unreliable)
	"Nebraska"	"31"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2008"	"2008"	11	964284	1.141 (Unreliable)
	"Nebraska"	"31"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2009"	"2009"	10	971344	1.030 (Unreliable)
	"Nebraska"	"31"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2011"	"2011"	12	984345	1.219 (Unreliable)
	"Nebraska"	"31"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2012"	"2012"	12	985759	1.217 (Unreliable)
	"Nebraska"	"31"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2013"	"2013"	11	987932	1.113 (Unreliable)
	"Nebraska"	"31"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2014"	"2014"	10	988168	1.012 (Unreliable)
	"Nebraska"	"31"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2016"	"2016"	10	986494	1.014 (Unreliable)
	"Nebraska"	"31"	"Malignant neoplasms"	"C00-C97"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	10	9174	109.004 (Unreliable)
	"Nebraska"	"31"	"Malignant neoplasms"	"C00-C97"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	10	10563	94.670 (Unreliable)
	"Nebraska"	"31"	"Malignant neoplasms"	"C00-C97"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	12	12121	99.002 (Unreliable)
	"Nebraska"	"31"	"Malignant neoplasms"	"C00-C97"	"American Indian or Alaska Native"	"1002-5"	"2012"	"2012"	13	14222	91.408 (Unreliable)
	"Nebraska"	"31"	"Malignant neoplasms"	"C00-C97"	"American Indian or Alaska Native"	"1002-5"	"2015"	"2015"	10	14941	66.930 (Unreliable)
	"Nebraska"	"31"	"Malignant neoplasms"	"C00-C97"	"American Indian or Alaska Native"	"1002-5"	"2016"	"2016"	11	15266	72.056 (Unreliable)
	"Nebraska"	"31"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	11	23163	47.490 (Unreliable)
	"Nebraska"	"31"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	11	23842	46.137 (Unreliable)
	"Nebraska"	"31"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	10	25314	39.504 (Unreliable)
	"Nebraska"	"31"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	13	28077	46.301 (Unreliable)
	"Nebraska"	"31"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	11	29717	37.016 (Unreliable)
